Review Text,Review Length,Thumb Text,Play Hours,Date Posted
"So good, they should've dropped DLC for it tho.",39,Recommended,45.0 hrs on record,Posted: June 23
very great game i own it on playstation but i wanted to try it on pc but it is very unoptimized all i would say is wait a little more before buying.,117,Not Recommended,9.7 hrs on record,Posted: June 22
Fantastic game! It was quite buggy on launch but I've not had any issues since.,65,Recommended,17.2 hrs on record,Posted: June 22
holy peak absoulte cinema,22,Recommended,27.0 hrs on record,Posted: June 22
great game,9,Recommended,64.8 hrs on record,Posted: June 22
,0,Recommended,12.5 hrs on record,Posted: June 22
"Pretty cool spider-man game, and yes I support Felicia Yuri route because I've been shipping Felicia and Tamara ever since 2019 ~~",109,Recommended,18.6 hrs on record,Posted: June 22
very good grafix,14,Recommended,62.7 hrs on record,Posted: June 22
lot of fun,8,Recommended,33.6 hrs on record,Posted: June 22
Optimization still really isn't great. If you have an 8gb GPU be ready to turn down Texture quality in settings otherwise the game will keep struggling to load the map when zipping at high speeds through New York but it is an otherwise very fun game.,205,Not Recommended,35.8 hrs on record,Posted: June 22
"I had low expectations about this game because of the criticism it received on launch, but I was pleasantly surprised by the game. The combat is much improved, mission variety is great, the story was gripping and the traversal is the best in gaming.
There are a few negatives though. The PC port is a bit of a mess, the game did not crash, but the performance was a bit unstable at times. The MJ sections were also boring and unnecessary, why would I want to play as an annoying journalist instead of two superheroes. However, the worst part of the game was the Danikast podcast, I can't escape bad podcasts even in video games and just like in real life it is some uninteresting person talking about uninteresting topics.",594,Recommended,21.3 hrs on record,Posted: June 22
"Absolutely this is the best story in all of the Marvel Game Universe. An absolute tear-jerker that is worth the price of the game itself.

Not to mention one of the easiest games to Platinum.

Can't wait for the final installation",192,Recommended,26.7 hrs on record,Posted: June 22
"Product refunded

Looks terrible in Steamdeck.",42,Not Recommended,0.4 hrs on record,Posted: June 22
w game,5,Recommended,41.2 hrs on record,Posted: June 22
"I and extremely upset at the fact that any of us have to come to the comments and comment on how messed up this game is. It’s disheartening to have bought this game from a beloved series that got it right in the previous games. I literally bought this game an hr ago. It took 1 hour to download on to my steam deck, once I got it booted up and started the new game I saw nothing but glitches as soon as Miles runs back to the room I see nothing but floating heads. I decided that I would close it out and restart it, as soon as I got into the opening web slinging sequence it was so glitchy, the buildings were grainy the hair is see through, it’s glitching inbetween frames whips swinging. Having played both the Spider-Man and Miles within the last few months on the steam deck I can say that they run incredibly smooth and are worth buying and replaying. Only buy this once it goes into deep discount. Please save yourself the headache",759,Not Recommended,0.7 hrs on record,Posted: June 22
its so fun and i don't have to buy a ps5,30,Recommended,25.8 hrs on record,Posted: June 22
we,2,Recommended,33.0 hrs on record,Posted: June 22
/,1,Recommended,42.4 hrs on record,Posted: June 22
"very fun and even has good side quests, the real story is also long and enjoyable",66,Recommended,32.8 hrs on record,Posted: June 22
thick peter and miles,18,Recommended,19.8 hrs on record,Posted: June 22
"Not a good game for my pc. My gpu was bottlenecked (which never happened before with any other games, including cyberpunk) and im not even into the first scene of the game. stick to the ps5 version, yall. im gonna get that instead of this one.

Specs:
Intel i7-13000s series cpu
NVIDIA RTX 3060
32 GB RAM
3 TB (Idk but one of them is a WD-BLACK 2 TB)",287,Not Recommended,0.7 hrs on record,Posted: June 22
"Marvel’s Spider-Man 2 on PC is an absolute masterpiece! The visuals are stunning, with ray-traced lighting and incredibly detailed cityscapes that make swinging through New York an unforgettable experience. The combat mechanics are fluid, dynamic, and packed with satisfying combos that make every fight feel like a superhero spectacle. And the story? Simply phenomenal—packed with emotional depth, thrilling twists, and moments that will leave you breathless. This is superhero gaming at its finest! 10/10 – a must-play!",445,Recommended,27.5 hrs on record,Posted: June 22
โคตรเพลินครับ บอกแค่นี้,22,Recommended,24.4 hrs on record,Posted: June 22
prea scurt,9,Recommended,37.6 hrs on record,Posted: June 21
Such an immersive game. I had a lot of fun and would recommend this game to anyone.,67,Recommended,38.5 hrs on record,Posted: June 21
A neat retelling of the classic Spider-Man Black Suit saga. Hope your rig can run it.,70,Recommended,41.6 hrs on record,Posted: June 21
"Product received for free

great game",33,Recommended,30.8 hrs on record,Posted: June 21
"not bad but the game itself could've used another year or two in the oven, everything besides the traversal and combat is just okay, still recommend it even if its clearly rushed",147,Recommended,46.4 hrs on record,Posted: June 21
good,4,Recommended,45.7 hrs on record,Posted: June 21
"Very fun if you've played either of the other two, great story so far",56,Recommended,242.6 hrs on record,Posted: June 21
"The provided minimal system requirements are a bull. I have higher then expected minimum, and even after putting everything as low as it can go, the game would still run wopping 12 FPS in some scenes and crashed after 58 minutes of playing (cutscenes included)",216,Not Recommended,1.0 hrs on record,Posted: June 21
"Great 2nd Chapter in Sony's Spider-Man Series, amazing story

Game runs like absolute garbage compared to Spider-Man Remastered, which i use ultra settings at 120fps with no stutters. i have this games settings as low as it can go without it looking like complete ass and i average 30 fps during gameplay and crazy stutters even during cutscenes. i spent more time tweaking settings than i actually got to play the game. it is very noticeable coming straight from Spider-Man Remastered to Spider-Man 2. if i were you, i would wait for at least 3 more optimization patches to buy and play this game to the best ability it can be played at and enjoyed the most it can be.",551,Recommended,22.7 hrs on record,Posted: June 21
Amazing game and stories,21,Recommended,30.4 hrs on record,Posted: June 21
0/10 cant crouch,14,Not Recommended,28.1 hrs on record,Posted: June 21
i,1,Recommended,33.8 hrs on record,Posted: June 21
What an awesome game!! 10/10,24,Recommended,19.8 hrs on record,Posted: June 21
"great mechanics, and story!",24,Recommended,18.2 hrs on record,Posted: June 21
w game,5,Recommended,23.6 hrs on record,Posted: June 21
so much fun,9,Recommended,57.9 hrs on record,Posted: June 21
goood pla,8,Recommended,10.7 hrs on record,Posted: June 21
game is tuff,10,Recommended,86.9 hrs on record,Posted: June 20
"Product received for free

Crashes often and performs awfully, and when its running its an inferior game to the first. It's plagued even harder than the original with tons of nonsense puzzles and busy work when I really just wanna play as one of the Spider-Men. Not a bad game by any means but I'd wait for a sale even if you are invested in Insomniac's Spider-Man game series.",310,Not Recommended,21.4 hrs on record,Posted: June 21
good game,8,Recommended,24.4 hrs on record,Posted: June 20
"Best game
Love being a spooder",26,Recommended,17.4 hrs on record,Posted: June 20
thought it wouldnt run on my laptop. love this game though super fun to finally have a good spiderman game,87,Recommended,49.0 hrs on record,Posted: June 20
Good,4,Recommended,540.7 hrs on record,Posted: June 20
This game is amazing and definitely worth the price. Insomniac did a great job on this,71,Recommended,18.4 hrs on record,Posted: June 20
thisd game is so sigma,18,Recommended,14.4 hrs on record,Posted: June 20
"Very cinematic and fun to play, runs great on my system.",46,Recommended,10.8 hrs on record,Posted: June 20
Peak NYC experience!,18,Recommended,51.4 hrs on record,Posted: June 20
"Very meh. Where Spider-Man 1 had a very tight story, a good feeling open world and exciting combat, Spider-Man 2 comes up short on all counts. I am still recommending it because the combat is super fun. Fighting as Spider-Man is exciting and fluid. However, the the filler inbetween the fights falls flat IMO.",256,Recommended,10.1 hrs on record,Posted: June 20
"Played this on release and never really had any big issues, always ran smoothly with the odd glitch once or twice, so I got lucky it seems (compared to others).
I'm a big sucker for these open world movement games and loved the first instalment, and this one is simply more of the same fun. Gameplay was great, swinging around, fighting stuff, movement was very smooth, though I wasn't a fan of the gliding at first but it grew on me. With NG+ I went through the game 3-4 times until I had everything unlocked, even on the hardest difficulty it wasn't that tough. Side missions felt more varied compared to the previous game as well, less repetitive and more interesting. Main story is good, sometimes predictable and a bit too much filler but fine overall

If you like the previous game or the Batman Arkham series this is a 100% recommend",691,Recommended,70.0 hrs on record,Posted: June 20
.,1,Recommended,25.6 hrs on record,Posted: June 20
love it,6,Recommended,81.6 hrs on record,Posted: June 19
i love it,7,Recommended,27.2 hrs on record,Posted: June 19
some bugs and bad optimisation but it's a good game,42,Recommended,20.2 hrs on record,Posted: June 19
i am lovin this game,16,Recommended,47.9 hrs on record,Posted: June 19
good game!!,10,Recommended,27.9 hrs on record,Posted: June 19
"Product received for free

best game ever to play 10/10",47,Recommended,20.6 hrs on record,Posted: June 19
"Where to start ? Gameplay is good its as good as the original , but everything else is kin of underwhelming, boring story , bad writing ,bad side missions. One to pick up cheap but don't pay full price for it.",169,Not Recommended,16.7 hrs on record,Posted: June 19
WHEN WILL NEXXIS OPTIMIZE THIS GAME FOR GAMING LAPTOPS LIKE A asus LAPTOP I WASTED 60 BUCKS ON THIS but to be fair im running a gtx 1050 series (not TI) and i have 1.14 TB of storage but for ram i have 8.00 BUT PLEASE INSOMNIAC JUST MAKE THIS GAME PLAYABLE FOR LOW END,214,Not Recommended,15.5 hrs on record,Posted: June 20
"its passable. remove the boring parts where u dont play as spiderman and this game is pretty good. i dont enjoy playing as mj. it was the worst part of the previous game and they thought they could give her a taser and make it more fun. i also dont like the danika podcast, bring back jjj. combat is fun, upgrades are nice, they improved on the swinging from the previous games. bossfights on spectacular are actually somewhat challenging. my only problem is sometimes they have limited movesets and they feel a little like damage sponges. this is probably a must buy if it goes on sale, but i wouldnt get this full price, unless you are a spiderman fan, or cant get enough of the first game. 6.5/10 (i havent finished the story yet this is a midgame review)",619,Recommended,16.1 hrs on record,Posted: June 20
"Great game, some boss fights get a bit tedious, very nice visuals. Performance could be better. Overall better than the first game IMO. 8.5/10",119,Recommended,24.3 hrs on record,Posted: June 19
I dare say a SPECTACULAR game,24,Recommended,47.6 hrs on record,Posted: June 19
"This game is a great improvement from Spider-Man 1 and Miles Morales for sure. Web swinging is so much smoother and they give you a lot more to do while you’re in the air including tricks and other ways to gain speed and traverse faster like the web wings (wingsuit). Peter and Miles both get new powers to use against a wide enemy variety. There are up to 4 or 5 different common enemy types you fight so there’s always a use for a certain power or gadget. Combat feels pretty much the same from miles morales with some obviously new moves and stuff you can do. The story is great I did like it more than the miles morales story but only for a few reasons. The biggest one being how sick the 2 main villains were in this game with the introduction of Kraven in the series and the late arrival of Venom as the main villain. And one of my big gripes with the story is how they kinda just throw away Kraven in less than 10 minutes far into the story to focus on the introduction of Venom. However Kraven as a villain is great I don’t know the lore behind Kraven but as far as I’m concerned he’s just a dude that’s really strong and smart. He doesn’t seem to have any “powers”. Now even though the story is great i have I think like 25-26 hours into the game and I have already beaten the story, all of the FNSM app requests, and most of the activities you can do throughout the map. The story picks up around 6 months after the events of Miles Morales and the underground shenanigans with Pete back in America helping out Miles. And this leads to me complaining how boring and downright pointless some of the side missions are and it would be fine with me if they were fun at all. But a lot of them aren’t. For example a Peter exclusive side quest storyline has you helping a scientist test different devices for green energy and it’s oh so very boring and takes up a decent amount of time for something I’m not there for but for people like me who would like to 100% the game is very annoying. It’s the same for miles but his are more entertaining and have you actually doing Spider-Man stuff through time trials. There are side missions and activities you do that are really fun and actually pertain to the story. A thing I wasn’t too fond and I am never to fond of in superhero media is the corny dialogue that plagues this game. The story is great but sometimes I can’t stand the characters just because of their terrible dialogue. It’s not a big thing but it’s something I noticed. Finally the performance of this game is good but not amazing for PC. I have a decent pc ryzen 7 5800x3D with a 3070 and I ran a constant 70-100fps swinging through the city on very high settings without raytracing around 30-40fps with raytracing. However it crashes for me pretty often and I haven’t found a fix. And I guess for those who are wanting to play on steam deck it’s alright if you tweak the settings a little bit but it’ll run about 30-40fps swinging through the city with frame drops at certain times or if you near a certain part of the map or cutscene. But either way it works and its not bad at all for a handheld. However if you can play it on pc I would try it on pc first before playing it on the steam deck. I would not get it specifically for the steam deck unless it’s on sale.

Overall, a pretty good game but a great story and gameplay with a lot of small bad things that keep the game from reaching full potential. I would recommend this game even if you aren’t into marvel or Spider-Man. And if you want it for the steam deck wait until it’s on sale for under 50 bucks.",2895,Recommended,34.7 hrs on record,Posted: June 19
good,4,Recommended,34.7 hrs on record,Posted: June 19
"great story, super fun, really great experience.",42,Recommended,12.4 hrs on record,Posted: June 19
So worth it,9,Recommended,28.2 hrs on record,Posted: June 19
nope,4,Not Recommended,14.9 hrs on record,Posted: June 19
amazing game,11,Recommended,25.0 hrs on record,Posted: June 19
very fun. you can web people to walls with your 19 inches of venom,53,Recommended,28.5 hrs on record,Posted: June 19
"I managed to play what should have been the first 5 minutes in 35 min and got stuck in a building doing the first fight. besides that it runs very poorly and it had to load every 10 sek. In the cutscenes the sound was delayed and characters Keep pupping up that was not suposed to be there on top and inside other characters.

1/10 would not recommend.",286,Not Recommended,3.2 hrs on record,Posted: June 19
gg,2,Recommended,33.3 hrs on record,Posted: June 18
W game,5,Recommended,17.3 hrs on record,Posted: June 18
"Frame drops/stuttering on cutscenes, especially when Peter changes his suit into the symbiote, and I also encountered some audio delay",115,Not Recommended,69.4 hrs on record,Posted: June 18
I love this game.... Enough said,27,Recommended,45.1 hrs on record,Posted: June 18
"Amazing game, about Amazing Spider-Man. The best plot and gameplay I ever seen",66,Recommended,682.2 hrs on record,Posted: June 18
amazing graphics,15,Recommended,41.1 hrs on record,Posted: June 18
fun,3,Recommended,24.3 hrs on record,Posted: June 18
no,2,Recommended,57.0 hrs on record,Posted: June 18
"I like that they added a little bit of bit of Brooklyn and Queens in the game, they don't usually add other boroughs except Manhattan. Regarding game play i love the new flying style they added and how the two Spider-Men fight side by side often. Cool and Immersive.",218,Recommended,37.2 hrs on record,Posted: June 18
"Gameplay, combat, traversal, etc., slightly better and still fun. More cc abilities and less emphasis in the stealth (tbf not like the previous games had the greatest stealth to begin with) Story is kinda eh comparatively to the previous games with a lot of missed potential, cliches, and too many plots and characters to juggle, but still alright, kinda, I guess…. thank goodness for the skip puzzles and cinematic options. Performance on pc kinda eh, but playable",389,Recommended,45.9 hrs on record,Posted: June 18
Such a fantastic game from start to finish,35,Recommended,16.8 hrs on record,Posted: June 18
GET THIS STUPID BLACK ♥♥♥♥ OFF OF MEEE,31,Recommended,18.8 hrs on record,Posted: June 18
yo this game is tuff asl bruh buy it my brotha,36,Recommended,22.9 hrs on record,Posted: June 18
good,4,Recommended,69.4 hrs on record,Posted: June 18
Pretty good,10,Recommended,3.6 hrs on record,Posted: June 17
Very nice game (Got all the achievements in 50h),40,Recommended,50.8 hrs on record,Posted: June 17
Played the first one on PS4 and on PC when it came out. Also played Miles Morales. Really loving this sequel.,89,Recommended,11.0 hrs on record,Posted: June 17
Best superhero game i ever played.,29,Recommended,82.4 hrs on record,Posted: June 17
hell yeah,8,Recommended,63.1 hrs on record,Posted: June 17
TRUE BLOCKBUSTER SPIDERMAN EXPERIENCE,34,Recommended,33.4 hrs on record,Posted: June 17
it its the best game have EVEr played,30,Recommended,22.2 hrs on record,Posted: June 17
greeat game.,11,Recommended,83.5 hrs on record,Posted: June 17
Thwip and Quip,12,Recommended,37.9 hrs on record,Posted: June 17
Really enjoyed this sequel. Super fun and game didnt crash a single time,60,Recommended,31.5 hrs on record,Posted: June 17
Very Fun. I couldn't recommend this game enough.,41,Recommended,16.9 hrs on record,Posted: June 17
game runs fine on default settings,29,Recommended,32.9 hrs on record,Posted: June 17
This is the coolest game on planet earth hands down,42,Recommended,67.0 hrs on record,Posted: June 17
,0,Recommended,25.1 hrs on record,Posted: June 17
I haven't finished it yet but I am really enjoying it! Smooth combat (like the last game but with extra gadgets!) and swinging. The story isn't as good as the first game but I still think it is fairly strong! Adding little twists here and there. Visually looks great and I haven't really come across many performance issues. A few visual and audio bugs here and there but not enough to ruin the experience or story for me! I do have a decent system so I can't comment on performance for everyone else - but glad I waited for a few patches to release - big recommend if you are a fan of the first 2 and spider-man in general,504,Recommended,26.8 hrs on record,Posted: June 17
"i built my pc from the ground up for future gaming and when this game came out for PC, i was scared that i would not be able to run it. Lets just say i meet the Requirements and this game runs so smooth at HIGH SETTINGS. i am literally blown away at the action pieces and the swinging. They even added that new wing suit too. Really love this game. The 3rd installment in this franchise. All wonderful and awesome games. i am happy that the devs did not remove certain things about the combat but rather IMPROVED on it. Unlike *cough* the batman games **LOUDER COUGH** Arkham Knights.

If you are hesitant about getting this game, you will be disappointed in the slightest.",550,Recommended,12.3 hrs on record,Posted: June 17
venom is papi,11,Recommended,17.5 hrs on record,Posted: June 17
This Game is sick i love it i finished it a bit ago but still this great,56,Recommended,49.7 hrs on record,Posted: June 16
Graphics and Frames are great. Started a bit slow with the cinematics but its fun now that I can switch characters and go all around the city,115,Recommended,16.9 hrs on record,Posted: June 16
its very good game,15,Recommended,26.3 hrs on record,Posted: June 16
"I love this game and this game series. However, this terrible launch forces me to leave a bad review. The game story and combat is amazing, but the experience playing it is just plain awful due to how many problems it has with the pc port. I played this on release on the PS5, no issues, but with the pc port (5080, 9800x3d, updated drivers, etc) i keep crashing and its just frustrating. Until they get their act together, i genuinely cannot recommend it.",373,Not Recommended,20.3 hrs on record,Posted: June 17
"Enjoyed this more than it's two predecessors which were already pretty good. It's a real contender for best traversel in any videogame I've ever played, multiple comic storylines are adapted in a really clever mix and they kept the MJ missions which yes, I actually enjoy quite a bit as a change of pace.",251,Recommended,28.8 hrs on record,Posted: June 17
"The swinging mechanics are a great. Lot of fun. 10/10
The combat is not as good at the last two. I found it really hard to targets enemies but the additions to the combat system were fine except for the parrying. 6/10
The App crimes are good, when they interrupted by Kraven lackeys or symbiotes. (sometimes at the same time.) So I found myself ignoring them, unlike the last two games. 6/10
The campaign is passable, it's good enough. 8/10
I didn't really enjoy New Game + but hey I got cools skins for it so whatever. 5/10
Overall 7/10. Good game.",453,Recommended,83.7 hrs on record,Posted: June 17
"Marvel's Spider-Man 2 was one of my most anticipated games to come to PC, and now here we are :)

The story is amazing, Peter and Miles both have strong moments :)

The graphics and details are great. The suits, the lighting, the weather, everything looks better than before. I just swing around sometimes for no reason, just because it looks cool. :)

The combat is insanely good. You can switch between Peter and Miles anytime, and both have their own style. Peter with the symbiote powers, and Miles with electric powers. Both are fun. The combos, gadgets, and finishers are satisfying. :)

The map is bigger now with Queens and Brooklyn, there’s always something to do. I didn’t even use fast travel, web wings are fun and fast enough. Just swinging around is better than loading screens :)

In the end, I recommend this game with all my heart.

10/10.",712,Recommended,13.5 hrs on record,Posted: June 17
"This is a much better game than the previous two, and much more ambitious, but it isnt without flaws.

While the presentation and particularly the cutscenes and set-pieces can be jaw-dropping, the music consistently good, the scale of the city overwhelming (in a good way), and best of all the gameplay truly stellar (combat never gets old and neither does traversal nor stealth), I found some parts and the story, specifically revolving about some characters, to be lacking.

There are some small misshaps with the overall story, such as police and army being non-existent (you'd think if a force like the hunters showed up in real life NY there is NO chance they'd be left to do their shenanigans uncontested. In stakes as high as actual world's end, you'd think the avengers would show up, after all their HQ tower is in the middle of the city, but no. I know this is spiderman2, but if you're gonna make the avengers physically present in the game world, then having them do nothing is a little weird.

Those are nitpicks, but the characterization of Pete got on my nerve much more. Him not wanting to kill people at any costs (even when they deserve it and/or it would protect innocents in the long run) is already annoying, but he's also the perfect little labrador puppy, always positive, always humble, always helpful, he's just too perfect. He isn't interesting in any way and has to be (light spoilers that every reader would expect) to start getting an actual personality, flaws, charisma, quite simply some depth. Miles is a much more believable and relatable human being as he actually has flaws, negative emotions as we all do. He's also the GOAT in this game, consistently saves the day, while Peter the labrador is busy apologizing 1500 times to MJ for no reason whatsover. We get it Pete, you're the perfect unicorn boyfriend, like show some teeth and bite when it's needed please.

The devs were also hellbent in making MJ a total badass. I'm sorry but she is just a random ass girl with barely any combat training, probably 50kg at most, but she's just as lethal as both spider-men, this is a bit silly. You can really smell some of the undertones that leaked through the writing. For the most part, this didn't negatively impact the story, but specifically for her character, it sucked. Yes, girl boss muh queen show them girl power wooooooh... boring. This game has plenty of well written female characters that are interesting and/or badass in their own ways, like Hailey (featured in the best side-story in the game) or Rio, there was no need for this parody of MJ.

Other than that, the story was still very enjoyable to follow and got many scenes right, particularly interactions between Harry and Pete, of course Venom stealing the show in every appearance, and Kraven being a nuisance over the whole game but in a great way.",2360,Recommended,22.8 hrs on record,Posted: June 16
"Product refunded

Game absolutely should not be Deck verified. When the game isn't crashing, Spider-man looks like a censored Sim regardless of settings. Really sad about this, hope the game can be better optimized in the future, but for now it's not worth it.",218,Not Recommended,0.8 hrs on record,Posted: June 16
"Marvel’s Spider-Man 2 rockets players back into the webbed shoes of Peter Parker and Miles Morales, delivering an exhilarating, emotionally charged superhero adventure that pushes the boundaries of open-world action gaming on recent hardware pc specs.

The narrative masterfully weaves the stories of both Peter and Miles as they face new, formidable threats in New York City. With villains like Venom and Kraven the Hunter entering the fray, the game balances epic set pieces with intimate character moments, exploring themes of responsibility, legacy, and partnership.

The interplay between the two Spider-Men enriches the story, highlighting their contrasting styles, struggles, and growth. It’s a heartfelt journey that honors the comics while offering fresh twists and surprises.

Building on its predecessor’s critically acclaimed mechanics, Spider-Man 2 refines web-swinging to feel even more exhilarating and seamless, with faster speeds and more fluid transitions between traversal and combat.

Combat is deeper and more strategic, introducing new gadgets, abilities, and enemy types. The synergy between Peter’s veteran finesse and Miles’ evolving powers—like bio-electric venom blasts—adds variety and tactical depth to encounters.

Boss battles are bigger, more cinematic, and satisfying, testing players’ mastery of each Spider-Man’s unique skill set.

The game leverages current gen hardware to deliver jaw-dropping visuals, from detailed character models and expressive animations to a vibrant, living New York City filled with dynamic weather and lighting effects.

The soundtrack pulses with energy, perfectly complementing the fast-paced action and emotional beats. Voice acting is stellar, breathing life into beloved characters and bringing authenticity to their relationships.

The open world is packed with diverse activities—from crime-fighting and photo ops to engaging side missions that deepen the lore and character connections. The balance between story-driven missions and fun distractions keeps gameplay fresh and immersive.

Marvel’s Spider-Man 2 is a triumphant sequel that delivers bigger thrills, richer storytelling, and polished gameplay. It’s a must-play for fans of superhero games and anyone looking for a thrilling, heartfelt adventure in one of gaming’s most iconic cities.

An electrifying superhero saga that combines breathtaking action, compelling characters, and a sprawling open world into a seamless next-gen experience.

Pros:
-Thrilling, fluid web-swinging and combat
-Dual protagonist gameplay with unique powers
-Stunning visuals and immersive open world
-Deep, emotional story with well-developed characters
-Engaging side missions and collectibles

Cons:
-Some side content can feel repetitive
-Occasional camera quirks in tight spaces
-High difficulty spikes in late-game boss fights

Rating: 10/10",2478,Recommended,34.9 hrs on record,Posted: June 16
I am the Night.,12,Recommended,22.9 hrs on record,Posted: June 16
fire game dont listen to the haters,29,Recommended,34.8 hrs on record,Posted: June 16
Amazing game dizine gliches,24,Recommended,10.3 hrs on record,Posted: June 16
god,3,Recommended,17.2 hrs on record,Posted: June 16
great game.,10,Recommended,29.5 hrs on record,Posted: June 16
"As fun as the first game, sad that there is no DLC, but I guess they've put more budget into this part. Anyway, optimization is ♥♥♥♥. On the release - awful, right now now okay. SteamDeck optimized - kinda, but from time to time the picture will fall to 144p (I kid you not, FSR somtimes is very hard in this thing) and you'll not get anything better then 28-30fps. On PC, on AMD R7, RTX4070 - high settings but with ray tracing off, dlss - quality - can get almost always stable 60fps in 1440p. With RTX - non-stable 30fps. Playable on SteamDeck, but sometimes you'll get the worst thing you have seen in your life.

Plot, similar to the 1st part, so if you liked that, you'll like this one as well. Open world feels better then in the 1st part, at least after 40+ hours of gameplay there is lots of things to do, but to get platinum here... I'll say so, you need to find all the chests on the map. The map is huge and there are A LOT of chests there. Just looking on the mini-map, I can always notice at least 3 in the FOV on a mini map. So, doubt I'll even try to get platinum here. But in any case, plot is good, at least for the price - I enjoyed it.",926,Recommended,57.2 hrs on record,Posted: June 16
"Took a long time to play the game since it came out as a bugfest. Since the patches, it hasn't been perfect, with stuttering in the open world and the game unplayable with raytracing on (but worked okay in indoor areas / missions).

Having now finally gotten through the game almost six months since it's release. I can say that I enjoyed the story, might just be the state of the game but it didn't hit me quite like the first one, but replayable at a later date for sure (once there's more patches).

If you're willing to play the game on medium to high settings without the raytracing (because it's still mostly broken) then, you'll enjoy it despite the graphical hit.",552,Recommended,35.3 hrs on record,Posted: June 16
good game,8,Recommended,25.7 hrs on record,Posted: June 16
"I really don't like the concept of 2 Spider-Mans running around. It would be like if there were 2 Batmans in the Arkham games. I don't want to play as Robin and I don't want to play as Miles. At least Robin is his own character instead of a derivative of the main character, though.",228,Not Recommended,1.1 hrs on record,Posted: June 16
It runs like ♥♥♥♥,14,Not Recommended,0.7 hrs on record,Posted: June 16
fun,3,Recommended,46.5 hrs on record,Posted: June 16
very new mechanics alot of boss fights and alot of side quests recomend 9/10,63,Recommended,52.0 hrs on record,Posted: June 15
MASTERPEICE,11,Recommended,48.7 hrs on record,Posted: June 15
its spiderman accurate what more do you want?,38,Recommended,13.2 hrs on record,Posted: June 15
"Bro I booted up the game after 3 months, I get no sound, but like few seconds of it and its crackling. I exit the game, no longer hear anything on my pc at all. I restart my pc, now my left speaker on my headset is distorted. Someone please help.",196,Not Recommended,29.1 hrs on record,Posted: June 16
"Paid it for full price after playing Clair Obscur 33 and CP 2077. It's a great game but it does not deserve triple A price. IMHO wait for a sale preferably half the price. For comparison, I have managed to put it almost 100 hours both E33 and CP2077 (side quest included). 25 hours with all side quest included for this game just as bang for the buck as the 2 games mentioned above.",309,Recommended,25.2 hrs on record,Posted: June 16
"Spider-man 2 does everything Spider-man 1 did but more, more of the map, more suits and more in the story

although you can notice where the game was rushed it was fun from the first time i played it on PS5 to now on PC. without getting into spoilers, the third act is rushed and feels like its jumped from 1-100 quick. swinging in-game has been made even better (somehow) and so has combat with new abilities making it feel great although i do miss the weapon wheel it was a good move to swap the two. i'm excited to see what insomniac do for spider-man 3 as they have left so much more story left to show and they leave many cliffhangers i only hope it doesn't get rushed like this one and if any DLC is planned is is not cancelled",592,Recommended,49.3 hrs on record,Posted: June 15
"This game had more potential than the original, but they just abandoned it for no real reason? Simply does not make sense.

The raw combat is flawless, could not ask for anything better. But once you look elsewhere, there's some big issues. At one point I got so good at the movement in this game that I would get to crimes before they fully loaded in, so I would have to stand around and wait for a bit before going there or else it would despawn. The combat does not make up for where it's lacking.

The dlc could've been the saving grace this game needed. Suits? Boss fights? CARNAGE? Hell yeah! But they cancelled it before they could even show it to us.",537,Not Recommended,49.1 hrs on record,Posted: June 15
"Spider-Man 2 is a blast with the new symbiote powers and swinging around feels even more awesome with all those extra moves. That said, it can be a bit rough on some PCs, with stuttering and frame drops here and there. The story's cool but kinda rushed, like they tried to pack too much in too little time. Plus, it feels a bit shorter than the first game, which is a bummer. Honestly, it’s probably not worth the full price and its better to grab it on sale.",372,Recommended,54.0 hrs on record,Posted: June 15
gud,3,Recommended,36.8 hrs on record,Posted: June 15
Great game and getting PlayStation Trophies while doing so makes it even better.........,76,Recommended,31.6 hrs on record,Posted: June 15
GOATED,6,Recommended,25.4 hrs on record,Posted: June 15
"You are Spider Man. What could be better?

There is a great improvement and polishing of mechanics since the first game. Now, let's wait for the 3rd 🕷",124,Recommended,48.0 hrs on record,Posted: June 15
Just stunning and the movement is much more smoother compared to the first one though it may take some getting used to I would highly recommend to those who loved the first game,145,Recommended,33.2 hrs on record,Posted: June 15
cool,4,Recommended,9.7 hrs on record,Posted: June 15
Still doing whatever a spider can,28,Recommended,39.6 hrs on record,Posted: June 15
good,4,Recommended,23.9 hrs on record,Posted: June 15
black spider man,14,Recommended,18.1 hrs on record,Posted: June 15
Best story yet,12,Recommended,59.7 hrs on record,Posted: June 15
spectacular...the pee pee most definately goes boing boing..,53,Recommended,46.9 hrs on record,Posted: June 15
k,1,Recommended,18.7 hrs on record,Posted: June 15
"Product refunded

During my total Gameplay ~2hrs, the game crashed 5/6 times. Product has been refunded by steam. In my experience, I do not recommend buying this game on PC...",148,Not Recommended,1.9 hrs on record,Posted: June 15
Sure,4,Recommended,36.6 hrs on record,Posted: June 15
With great graphics comes great pc requirements,41,Recommended,37.5 hrs on record,Posted: June 15
